comment,sentiment_vader,sentiment_textblob
accountability feels like oppression to the entitled,0.5574,0.0
the prosecutor and his girlfriend both engaged in criminal activity i dont see how the case could continue without a city prosecutor,-0.1779,-0.4
remember this was a case in which the banks and their assessors claim no faud the judge assumes he knows more than the local real estate assessors do,-0.296,0.2333333333333333
miss james kept her words she got her old mandam she hit him in the pocket hard,-0.25,-0.09583333333333334
dont commit crimes then you wont pay the price,-0.1511,0.0
these people are a complete disgrace,-0.4939,0.1
and the winning continues,0.5267,0.5
what a corrupt system so sad what weve become,-0.6113,-0.5
justice starting to be served he has gotten away with crime upto now needs better,0.4215,0.25
the whole world whats happening here bidens lawfare trump 2024 black,0.0,0.016666666666666677
what took them so long disgustingunjust from these people who made up their minds before trial even started,0.0,-0.05
this is disgusting all magas need to donate and repay our best president for all his sacrifices trump,0.2023,0.0
this is not right this man built his businesses and it helps many people work,0.3818,0.17857142857142858
biden should send seal team six to visit trump presidential immunity,0.0,0.0
appeal3x,0.0,0.0
survey says still voting for him,0.0,0.0
trumps oppositions are a perpetual case manufacturing machine going to be a miserable summer,-0.4939,-1.0
they will keep fighting until they have trump in jail every day they think of something to charge trump with they are so desperate,-0.6696,-0.35
i watch fox and several other news sites one thing they are saying here that is just a lie is that the judge valued mal at 18 mil trump yes he himself listed the value of mal at 18 mil in fl he did that because he took out easements on land forbidding any building on it drastically lowering price so he did not have to pay taxes on hundreds of mil,0.5853,-0.0625
this is election interference i hope every last democrat is voted out of office,0.4404,0.0
that judge should be run out of the country,0.0,0.0
no problem in a year you all done,-0.5994,0.0
this is a judicial travesty,-0.5719,0.0
this is bs latita is evil and just doesnt like trump and has been going after him almost like a vendetta a personal matter a major case of injustice has been performed today,-0.9046,-0.3125
all illegal immigrants shipped to james home round them up and herd them there,-0.5574,-0.35
convict 45,0.0,0.0
appeal appeal appeal,0.0,0.0
lololololol what a loser lololololololol,-0.5267,0.0
it is funny how most trump supporters aint saying he didnt do it but that there were no victims thanks for admitting trump is a crook,0.2822,0.31666666666666665
lmfao all this winning maga send the billionaire your money hes going to need it,0.7845,0.5
shes another fani willis,0.0,0.0
i dont know why no one has brought up the eighth amendment in cruel punishment high bonds and fines,-0.7279,-0.42
more fruad upon the crooked courts,0.0,0.25
wow its all political im moving to cuba,0.5859,0.05
hes gonna need those gun loving god fearing nut cases to buy a lot of red hats to cover that,-0.0258,0.3
keep it up dems ive giving hundreds of to trump and most of my everyday friends have as well fjb,0.765,0.15
ha ha ha ha ha ha trump is officially broke and banned from operating any business in ny for 3 years lol,0.8555,0.8
ha ha ha whos a sucker and loser now,-0.1531,-0.3
massive political corruption i pray there is justice,0.6908,0.0
trump will appeal,0.0,0.0
this is horrible,-0.5423,-1.0
abuse of power,-0.6369,0.0
amazingly trump never argued he didnt commit the crimes he only argued that he shouldnt be prosecuted he was fined almost as much as fox entertainment,0.781,0.26666666666666666
tell judge to f off not getting nothing scumbag,-0.4122,0.0
all you people calling this judgement lame were you in the court room did you hear the evidence,-0.4215,-0.5
this is absolutely ridiculous,-0.4201,-0.3333333333333333
this is more proof of how corrupt this government is with biden at the helm this is beyond wrong and it will come back to bite that evil judge and daas it should,-0.8176,-0.3
trump you not only have to pay 364000000 youre going to prison,-0.5719,0.0
its unconstitutional to take life liberty and property from citizens,0.5267,0.0
democrats looking for free money to feed their migrants,0.5106,0.4
nobody is above the lawexcept hillary and biden,0.0,0.0
if that isnt blunt retaliation i dont know what is she didnt say she would prosecute anyone who breaks the law she specifically said she would attack him and then gloats about it,-0.7003,0.0
even if you dont like trump youd have to view this as a corrupt system if not youre an idiot the tide will turn,0.1511,-0.65
gee shocker a corrupt attorney general a corrupt da a corrupt judge in a corrupt county in a corrupt state the judge said he was guilty before the trial started but no twotiered justice system pure unadulterated garbage,0.1531,-0.25952380952380955
the democrats are petrified of trump being elected as president all those bidenobama etc know they going to end up behind bars,-0.5423,-0.4
nelson from the simpsonsha ha,0.34,0.0
read the judgment before commenting its shocking how ignorant most of these outraged comments are most of the commenters dont understand the case the law the ruling,-0.8207,-0.22499999999999998
banana republic political persecution by the democrats this is their new mo,0.0,0.06818181818181818
we should boycott new york,-0.3182,0.13636363636363635
its sickning,0.0,0.0
sue the judge for undervaluing maralago,0.0,0.0
pay that funky money white boy lmao,0.4767,0.3
why is the legal system illegal when the verdict is rendered against you by a jury of your peers its amazing none of you see his con he should be held accountable democracy over theocracy vote blue,0.3182,0.07500000000000002
fun fact trumps own firm agreed with mar a lago valuation at 18 million cry harder maga snowflakes,0.3182,0.15
corrupt dei judge,0.0,-0.5
bias judge should have been removed corrupt justice system,0.4588,-0.5
what a load of bs and a disgrace to justice systems in america,0.0516,0.0
this isnt the usa,0.0,0.0
old donald trump takes another did and for some reason you guys still this guy is honest everywhere he goes he loses its this everybody he knows is going to jail a pen a lot of money and fines its not a setup it is all real and true happening right now and you idiots still back this thieving rapist the next thing is those cases that he might go to jail on you know its gonna happen hes gonna go to jail and you fool just still going to back him biden 2024,-0.6124,0.010439560439560432
their not going to see a dime of that money,0.0,0.0
donald trump will be emailing he supporters for the moneys so no worry all maga lol,-0.0886,0.8
fems dems phuck off,0.0,0.0
trump is just a nasty criminal,-0.7906,-0.7
what a joke thanks for reinforcing and firing up his base again citizens can see through all this targeting a mile away putin poisons his challengers biden jails and bankrupt his opponents dont see the difference between putin and biden at all neither cares about their citizens or human life,-0.7704,-0.20000000000000004
fox news should go after the real corrupt current president and his crime infested family instead of reporting all this bs stuff,-0.5423,-0.375
i think the american people oughta look into the eighth amendment on a lot of these judgments that has been handed down,0.0,-0.07777777777777779
hilarious that the suckers will just keep funding crooked donny to pay his legal bills the man claims to be a multi billionaires,-0.128,0.1
but dont worry im sure hell use all the money mega supporters donate to him to pay it off,-0.5399,0.5
this is bs definitely not the america i grew up in this is extrotion and election interference by people with trump derangement syndrome this is sickening these judges and attorneys should all go to jail,-0.1779,-0.3333333333333333
i want to see him do his dumb dumb dance now,-0.743,-0.375
if trump wins as he should it would be nice to see something happen so that states like ny and ca can not do this kind of political warfare otherwise they should lose all federal funding,0.6557,0.375
the minute new york state takes the trump name down from the building thay will be sold off quick make shure new york state pays there taxes,0.0,0.1126262626262626
any real hards working over produces or business innovators she get out of ny before they mark you for ailmony only a matter of time,0.0258,0.1
conman traitor and documented liar donald trump is the biggest failure in american history,-0.765,-0.15833333333333335
a lot of the dumbest people in america have plenty of money including russian leaders to contribute to his campaign running for votes to keep him from prison,-0.765,0.0
chinese nationals crossing the border illegally you libs who are saving our democracy better get your butts in gear,0.4404,0.0
i stand behind you trump24 theyll be exposed just like the frauds in georgia this makes no sense scotus will fix it,-0.5106,-0.4
no one deserves this more than stinky hes been lying his entire adult life it finally caught up to him,-0.8115,0.15
watch out for flying ketchup,0.0,0.0
i would not be ordered by a corrupt system i would refuse they would never never get money from me,-0.296,-0.5
this will look like going after him,0.3612,0.0
good job keep the criminal mobster from doing business at all mind you he will be in prison before the appeal goes ahead,-0.5859,0.14999999999999997
simply bs leave trump alone and let him run a fair race please stop cheating the people,-0.5267,0.35
the trump dumpster fire continues,-0.4588,0.0
they are trying everything they can to get trump not to run for president well guess what he is running and he will be ol joe,0.2732,0.0
fantastic news scumbag trump needs to pay,-0.25,0.4
voters are fed up with james and the judge both have made no secret of their hatred of trump nor their motivations behind this lawsuit all distraction all deceitful all lies scotus needs to put these frivolous cases to rest i hope trump countersues all of them successfully they have so much incredible hate but sometimes karma hits back,-0.7811,0.10833333333333335
about time,0.0,0.0
appeal that corrupt sob judge,-0.25,-0.5
new york sucks so bad that all the billionaires are blowing it off thats pretty bad one can afford to live anywhere on earth and chooses not to live in a stinking new york city,-0.9133,-0.11306818181818183
still voting for him compared to the guy who doesnt care about american safety the economy and the current guy who is finally visiting east palestine ohio since its election year,0.0444,0.0
dont be surprise when they try and charge barron trump for being to daum tall,-0.2057,0.0
so red west texas can try biden inc,0.0,0.0
trumps supporters will never admit the truth about him just listen to fox news spin this,0.089,0.0
so whos already gotten a fundraising email asking them to help pay his fines anyone,0.3182,0.0
the judge said he was guilty before the trial started,-0.4215,-0.5
and the hits just keep on coming seems like the witch hunt is turning up some actual witches aye but keep denying reality and pretending everyone but trump is lying its hilarious,-0.5499,0.25
we the people are the jury,0.0,0.0
if he broke the law he broke the law plain and simple,-0.6808,-0.10714285714285714
the only reason why he lost is because he publicly stated that he would win so much that he would be tired of winning all the time,0.4588,0.18333333333333335
when trump comes back into power i hope all these democrats realize that their careers are over and he is coming back dont get that messed up we all want trump we stand with you mr president were all waiting anxiously for your return,0.5165,-0.08333333333333333
great day for the usa i heard trump tower is going to be turned into a chic fil a,0.7351,0.8
who gets the monopoly money nobodys gonna pay,-0.1027,0.0
republicans snowflakes please report to this post i have questions,0.3182,0.0
now lets get the ratbastidtrump to pay his back taxes then off to prison,-0.5719,0.0
all down to biden now vote him out,0.0,-0.15555555555555559
yea new york cases are a waste of time hes guilty before the trail even starts they should just say guilty so it can go to an appellant court,-0.8126,-0.26590909090909093
oh and one more thing the republicans are worthless and they can rot with the democrats,-0.4404,-0.15000000000000002
start donating you trumpets,0.0,0.0
this trial was handled by the democratic party and its gangsters in the doj,0.4019,0.0
but biden walks free has to pay nothing to anyone not even 10 for the big guy as does his son with mountains of evidence of illegal activity and yet he walks about with his head held high two tier system,-0.2617,0.015000000000000006
god bless the united states justice system no one is above the law cant wait to see the criminal trials,0.6705,-0.2
it is way past time to remove these fake judges and das as they are the most corrupt criminals in our county justice must be served by the citizens with extreme prejudice against these traitors and tyrants,-0.7893,-0.175
so the judge who said trump is guilty before the trial started found him guilty well color me surprised,-0.3818,-0.3
cbs doesnt take comments on this,0.0,0.0
that judge biden obama and all their accomplices will rot in hell,-0.6808,0.0
finally some justice trump is a conman his business was a fraudulent shame,-0.4404,0.0
fani in a robe,0.0,0.0
to put this into context jj were fined 572 million for being found to be involved in thousands of deaths from malpractice thats how corrupt this is,0.25,-0.5
hey donnie financial relief is only one cap away bon appétit,0.4767,0.0
take it to the supreme court,0.5574,0.0
yup and as per gqp trump loyalists they are all fake and witch hunts there are lot of difference cases to keep track on,-0.5423,-0.5
its funny all these whiners complaining about trump who idolizing putin is so good to see you maga dont like democracy or our justice systems he was found guilty and you dont like it pity lets see if he can come up with money to appeal,0.5437,0.0875
trump criminal family and and fox news lying,-0.7783,-0.4
if trump ever does become a dictator these people drove him to it with endless witchhunt,0.0,-0.125
this is only fair this is a token of the ill gotten gains throughout these years donald said he alone can fixe it,-0.0258,0.06666666666666665
she is rotten person,-0.5106,0.0
hes been ripping people off not paying taxes filing bankruptcies since daddy gave him his wealth its about time the only thing the judge shouldve done different was to ban the trumps from doing any business in the entire country for the rest of time but when youre in jail he only needs a few bucks for candy anyway its a good day,0.5647,0.05714285714285713
this is such bs ny is going to lose a lot of money from banning his company bring trump corporation down to texas,-0.4019,-0.07777777777777779
seems like an innocent person would have chosen a jury trial now big macs are flyin,0.5994,0.25
the bank never asked for thisits just a political payback i hope in time he get his own paybackthe blue judge from the first day found him guilty,0.0258,0.06999999999999999
this is just more of the ridiculous get trump show the people need to say no to democrats abusing our legal system to shut down political opposition,-0.7553,0.042222222222222223
haha trump is a loser,-0.1027,0.2
this is why you should never elect attorney general,0.0,-0.175
no one is above the law,-0.296,0.0
what a corrupt legal system you have well done america you have now joined the the exclusive club of banana republic how do we trust you now a sad day for the world,0.5106,-0.26666666666666666
boooyaaaa pay your bills conman don like nato pays its bills fool,-0.2023,0.0
remember when all you trumpers use to say lock her up well i guess all you trumpers were right but the difference is its not hilary clinton,0.1406,0.2857142857142857
a lot of people losing their jobs,-0.3818,0.0
i believe it is all political why didnt all this happen 3 years ago not in the election year democrats have showed me nothing but a two tier justice system fire joe biden and all involved in not putting this country and the american people first,0.3612,0.08333333333333333
well what will the next round of politically motivated crap be against trump never seen so much election interference in my life so tired of the one sided justice system,0.2866,-0.20000000000000004
trump is cra,0.0,0.0
so if it is paid where does the money go why is no one asking this question there are no victims no body with a brain is thinking this isnt political,-0.7845,0.0
throw this man in jail already hes a criminal and we are soooo sick of him his rat looking wife and his fruity sons,-0.7717,-0.4047619047619048
supreme court has to once again step inthere is no guilt at all supreme will certainly know that plus how many are they putting out of work,0.743,0.35714285714285715
what a joke these leftist s are mentally handicapped,0.296,-0.07500000000000001
no one under the law no one is perfect everyone has a mistake,-0.2732,1.0
yea shes still a failure and it will be applied and will be thrown out,-0.5106,-0.3166666666666667
they cant do this to his trump tower,0.0,0.0
trump excells at loosing hes an expert at loosing,0.0,0.0
what a joke lol if they wanted to value the property for the loans then they should of sent their own assessors this thing makes no sense loans were paid off what is the problem here,0.3612,0.7
oh my dear lord the tidal waves of maga tears are about to break free everyone prepare for the flooding,0.6124,0.4
yea shes still a failure and it will be applied and will be thrown out,-0.5106,-0.3166666666666667
the american people will remember these people,0.0,0.0
besides appealing trump should them sue them each for the decided amount with papers going to their homes personally because this personal,0.0,0.16666666666666666
i got a chart to keep all donnys cases and status now it was getting hard to keep track of all his legal difficulties for somebody thats a stable genius he sure makes alot of mess for himself,-0.0258,0.058333333333333334
good news time for accountability no one above the law sorry trump did the crime in a blue county point of correction from the panel,-0.4767,0.04999999999999999
finally,0.0,0.0
im surprised fox is even covering this must hurt to take a break from spewing the same bull about the fake biden impeachment circus trump is a proven loser,-0.8402,-0.13333333333333333
she wont get a penny,0.0,0.0
ha ha open your wallets maga dump is not going to pay for this himself hes rich but not stupid,0.7725,0.2583333333333333
they will try anything get ready for november,0.3612,0.2
its just all pr fluff,0.0,-0.1
f joe biden the coward,-0.4588,0.0
will there be any democrats in heaven the answer is emphatically no the great vindicator will be that hell is forever,0.1531,0.8
liberal america should keep in mindwhat comes around goes around no liberal in this world is righteous it is just what they want the world to believe,-0.2263,0.0
american politics is sucks,-0.3612,-0.15
unfortunately i have to say the same to trump if you have any connections to that dumpster fire ny city i have no tears for you dont live there or even visit that garbage pile let that city rot in hell,-0.9201,-0.12121212121212122
he ripped off american taxpayers by over 300 million dollarsand they will give him another shot to do it again in only 3 years you are right the law system is riggedin trumps favor fanatics simply refuse to understand that,0.128,0.07142857142857142
there is no jury and accuse him this 8s bull crap,-0.6808,-0.8
can he stall and not pay if he becomes pres again,-0.129,0.0
pay to who there are no victims in this lawsuit literally nobody but the da asked for prosecution because the bank made money off giving him the loan and they did their own investigation before granting him the loan they decided it was a good bet and it was,0.4019,0.6499999999999999
funny enough she wont get anything as this case is going on appeal,0.4404,0.125
the trump cult members who leave comments here dont address the merits of the case or whether hes actually guilty all they do is bash and blame,-0.7689,-0.5
on the appeals court and the supreme court,0.5574,0.0
every citizen who was a never trumper of the republicans needs to rally to support the republic now is the time for the media to support trump and realize what side of history are they on,0.6597,0.0
respect the rule of law folks,0.4767,0.0
bullllllllllll all over the place get a paper route,0.0,0.0
he wins to the likes that nobody has ever seen before,0.7579,0.3
leticia the judge had him convicted before the trial disbar,0.0,0.0
the legal system in new york and washington dc and for that matter georgia until proven otherwise are more of a political motavated law than its legitimate legal law and you think not your a asseries to this political motavated lawless outcome you deserve to lose all feedoms and rights allowed inthe constitution and bill of rights because these verdicts will do just that,-0.0772,0.17272727272727273
president trump is going to go insane on these people when he comes back,-0.4019,-0.5
whenever trump fails i always laugh at his minion supporters,0.5719,-0.1
i love this pay up donald duck,0.5859,0.5
well she sure did get him,0.5267,0.5
no way they just rendered this judgement after how its going in fulton county,-0.296,0.0
welcome to the third world america,0.4588,0.4
we should start a trump fund ill donate 100 towards making america great again theres enough of us in numbers so we dont need to contribute a lot per person it would add up fast even at 20 per trump supporter js,0.5267,0.125
this is going to backfire on the corrupt democrats come november,0.0,-0.5
pathetic trial,-0.5719,-1.0
man got charged more than al capone even when accounting for inflation guess it goes to show you get what you pay for,-0.296,0.5
thats way too much money for some crap like that you know what it is bs,-0.0258,-0.30000000000000004
fox commentators panicked,-0.4588,0.0
wow he got off easy it should have been so much worse i wonder if e jean carol will get his plane,0.5141,0.04444444444444443
as if we should be surprised these folks are ruthless nasty people,-0.4019,-0.6333333333333333
foxy stop whining your opinions dont count in the court of facts,-0.4767,0.0
the future of america is not good democrats dont realize that they will also suffer under fascism,-0.7101,-0.175
he will end up not paying a dime f that judge,0.0,0.0
im so super sick of these scumbags using their positions for political purposes,0.1567,-0.126984126984127
this is disgusting people hate this man because he has a different belief in values that millions share but he is actually electable so they have to go after him unfairly they say no one is above the law yes no one is above the law starting with donald trump,-0.4854,-0.2875
well lady justice is no longer blind in nythis is a complete farce if he over values his property as they say than why does he have to pay them shouldnt they be paying him for overpayment of property taxes and how can ny decide the value of a property in floridafubar,0.3818,-0.26666666666666666
you cant stop trump hes like a a steam roller go ask nikki haley she got plowed,0.5248,0.0
found guilty of 5 offenses now add the 183 million for defaming e jean carol and you have a cool total to date of 537 million good news is lots more to come his way broke and in jail with a suit to match his face orange all over love it love it love it,0.8934,0.2722222222222222
vindictive idiots maga baby flush these,0.0,-0.8
trump is winning everything,0.5267,0.5
ooh hes really mad now im so scared lmao,-0.4689,-0.012500000000000011
investigate the judge,0.0,0.0
looking at her face is to see a demonic evil smug smile must pray for her as this will not end well for her,-0.1566,-0.35
a witch hunt a disgrace a former president being hounded it is shameful typical demomarxists,-0.836,-0.08333333333333333
tells you all you need to know about new york,0.0,0.13636363636363635
well he could have been a law abiding citizen like the majority of people praise the lord its a great day for the universe,0.9062,0.8
what about all the boxes of cheezit that leticia james brought and ate with taxpayers money no one talks about this,-0.296,0.0
yes the clock is ticking for the traitor,0.4019,0.0
it will never happen appeals will not uphold this,0.0,0.0
i remember trump said this they are coming after you the working class i am the one standing in their way i believe that statement 100 percent trump 2024,0.0,0.0
only in usa the most corrupt country on earth no other country even comes close everything is rigged and fake i feel sorry for all normal people living there some in usa does not even know what a woman is,-0.7964,-0.1125
traitor trash trump is going broke and to prison soon,-0.7269,0.0
f democrats every day,0.0,0.0
lol trying to bankrupt him from running lol such a joke,0.4939,0.5333333333333333
hell never pay a dime,-0.649,0.0
free julian assange and edward snowden,0.5106,0.4
and she certainly got him lol,0.6369,0.5071428571428571
big strong toddler baby big and tall came to me crying and said why is it that all these strong woman like letitia e jean carroll are wiping the floor with an orange bafoon,0.7184,0.1333333333333333
like all of the brandon bs this is so transparent that a 4 year old could see through it not only will trump win big in 2024 but every bit of the brandon bs will be overturned people are starting to pay attention,0.3716,0.18
once this is over turned by a real court with real judges i hope the trump family sues new york latitia james and the judge personally for wrongful prosecution and defamation this judge needs to be disbarred and removed from the bench for this atrocity,-0.0772,0.1340909090909091
the blue state justice systems have gone insane,0.1779,-0.5
trumpvivekamerican dream its time to fight back bamn,-0.1531,0.0
god bless our president trump we know what this is all about trump is russell crowe in gladiator and biden and the democraps are joaquin phoenix,0.5994,0.0
i hope this case is overturned and trump sues the city the state and the people involved for at minimum double what they sued him for,0.4404,0.0
this is ectortion,0.0,0.0
alright all you magats trump needs your welfare checks youll be with him all the way even after the gop dumps him,-0.1779,0.0
these democrats are systematically destroying this country they are destroying the faith of the people in the justice system,-0.25,-0.2
i guess trump got tired of winning,0.128,0.04999999999999999
dont worry trump will get mexico to pay for it,0.2514,0.0
guilty love it civil case for lying corruption mob boss congratulations,0.4404,0.0
lajiggles james is another corrupt racist affirmative action da,-0.6124,0.06666666666666667
this judge doesnt even have the qualifications of what he supposed to do to be even in this trill he knows the could d him from the beginning and that they were born after him take it to a higher court and yes bar this woman from her job theyre going after her you are supposed to be honest in your job but shes got too much hate she cant see it everyone stood up for him and said that he was a great at what he did in his job and everything was legal all banks said that so they need to prove this havent seen any proof no one has they campaign on getting him and she vowed to do it so definitely he has a case against theres someone already asking for her to resign for all of the national things that she has done as a lawyer shes responsible for her behavior may god have his judgment with case like channel 13 this is a prosecution,0.8288,0.17857142857142858
somebody should speak out about leticia james coveting attacking donald trump take that nasty woman leticia to jail for badgering him i wonder who else leticia is afterthere must be more than one person check into that,-0.765,-0.20000000000000004
well we knew the outcome before it started,0.2732,0.0
those who pray join me in praying for president trump pray that he may be well protected stand strong and prevail in all these corrupt charges against this president america needs revival and to turn back to god and then america needs president trump back in the oval office now,0.9393,-0.016666666666666677
i care about his properties,0.4939,0.0
ny criminals forced to do their crimes in florida instead have fun desantis,-0.5267,-2.7755575615628914e-17
biden thinks hes running the nwo git rid of him,0.0,0.0
trump bout to go up another 5 points in the polls thanks dems,0.4404,0.2
i am discussed with the da and judge dam i am voting for him,0.0,0.0
everybody knows that trumps minion supporters are the ones fronting all of trumps legal bills,0.5267,0.2
hurry hurry dont forget to send him all your money forget about your kids,0.3252,0.0
it will get overturned,0.0,0.0
donald trump will be 4,0.0,0.0
ari arguing that people running for president should be allowed to break laws,-0.4588,0.0
thisll be overturned on appeal it is just ridiculous what they got away with,-0.3612,-0.3333333333333333
the fraudsters are those bringing the case no way he was going to win in ny he wont prevail in dc there is no justice here,0.1027,0.8
donald trump will always be my evel knievel,0.0,0.0
for big trump news i come to foxnews to bathe in maga republican tears the water is warm and a little salty,0.0,0.13749999999999998
blah blah blah ya cant spin this fox,-0.296,0.0
his dummy supporters will pay,0.3612,0.0
wow hed have to sell a third of maralago to pay for that judge numpty,0.5267,0.05
when it is beyond ridiculous it becomes recockulous,-0.3612,-0.3333333333333333
and we remember that judge said he was guilty before the child began,-0.4215,-0.5
justice has prevailed biden 2024,0.5267,0.0
trumps defense was they shouldnt have taken him at his word trump supporters only believe trumpright,0.5267,0.0
this is absolutely disgusting the only criminals in this case are the judge and the prosecutor,-0.8122,-0.5
james and judge needs to be disbarred immediately,0.0,0.0
its a sham sad to see election interference is an attack on our democracy,-0.7351,-0.35
trump is already fundraising on this all magas should send trump their money,0.0,0.0
there is so much winning on the trump train,0.5688,0.5
lj should be cell mates w fw justice will be served,0.5267,0.0
judge moron,-0.4939,-0.8
this is a case with zero victims all loans were repaid and the banks even testified in defense of trump hotels if you own a business in new york flee,-0.2023,0.36818181818181817
good promises made promises kept justice served poor donald literally poor donald,0.6486,-0.03333333333333336
trump has been playing with fire for years lying on official financial records he finally got burned this coverage is absurd,-0.6124,-0.16666666666666666
poor poor trump only if he wouldnt break the law so much id consider voting for him but good thing hes a billionaire this is nothing for him,0.1901,0.019999999999999973
trump 2024 never ever allow democrats to rule america they are all crooks and fakes they are what is wrong in america today,-0.7626,-0.5
why bring a trial in an area where his sheep do not care what he does illegal,-0.7374,-0.5
to whom will he pay it there were no victims,-0.5994,0.0
please start a fund me ill donate in a heartbeat,-0.128,-0.5
political interference nothing else,0.0,0.0
his numbers will go up even more,0.0,0.5
usa is falling apart biden is insane,-0.5106,-1.0
does anyone else get the feeling that this is the beginning of the end for the orange leader,0.128,0.0
and they wonder why we profile,0.0,0.0
the judge is installing two outside monitors to make sure that the trump organization is following the law,0.3182,0.16666666666666666
water the tree already,0.0,0.0
appeals court is a wonderful thing,0.5719,1.0
trump is just standing in the way and talking all incomings should have given desantis a chance he would have been good on immigration,0.5994,0.7
this is just disgusting that judge is a criminal how everything going on is allowed gives me absolutely no faith in our court systems period they are literally trying to steal his money point blank,-0.8561,-0.375
whats your reaction,0.0,0.0
voting for president joe biden the builder the best us president in the past 50 years grampa tre45on is circling the drain,0.6369,0.375
theyre digging their own hole no stopping whats coming wait till the court in heaven steps in malachi 4 13son of ephraim risinghow beautiful is the garment of joseph for hes has cast it over a multitude of nations such is the time of the birth of his childrenshalom,0.6597,0.48333333333333334
cant put a gage order on the american people,0.0,0.0
the verdict and sentence was predetermined by an extremely biased judge the moment he said to trump that he already lost and before the trial even started,-0.4201,-0.125
ohhh it the biggest witch hunt ever according to the trump maga fox news world imho that ongoing witch hunt victim story is getting worn out,-0.8074,-0.07500000000000001
who caresfjb,0.0,0.0
they are crazy,-0.34,-0.6
its a good day of justice in america,0.743,0.7
trump was a criminal before he ran cohen exposed his inflation of assets for loans and deflation for taxes it had to be pursued and he was inevitably exposed as a fraudster,-0.7783,-0.2
it doesnt matter because im voting for him again in 2028 magas in november after orange jesus loses a third time,-0.3343,-0.15
whats crazy to me is people dont see how much history repeats itself there was a leader who was ran through the mud legally and ultimately arrested because of it he became incredibly popular with people who hated the government his book he wrote in prison was a best seller when he got out they toppled the government and made him dictator its almost like the us is begging for that to happen,-0.4767,0.07142857142857142
if theres anybody thats not fit for office is trumpthe only place he belongs is in the nut house,-0.2755,-0.1
this is so wrong i hate these people with all my heart evil,-0.9242,-0.7666666666666666
the court system is so corrupt our country is such a disaster its crazy that our entire corrupt government is trying so hard for so long to burry this one person,-0.8109,-0.2773809523809524
that was very cheap,0.0,0.52
any candidate running on hate agendas should immediately be disqualified and never be allowed to run for any office this is ridiculous and the biggest example of election interference of all there was no crime latisha james should be behind bars she should lose her license and be reported to the bar for revocation trump 2024,-0.9468,-0.5111111111111111
360 million now thats criminal,-0.5267,-0.4
so basically what these commentators are saying is ie id rob a bank but they get their money back so nobody was hurt so i can get away with it,-0.8072,0.0
ok this guys is really crooked more crooked than a 2 bill,0.296,0.25
lajiggles james is a racist pay not one dime,-0.6597,0.0
if we want to absolutely freak the democrats outeveryone republican send 5 dollars to djt,-0.4391,0.2
i wouldve voted for trump if they didnt come after him definitely wouldnt vote for desantis,0.4019,0.0
another slice of justice keep these court cases rolling,0.5267,0.0
this is disgusting the judge and leticia got to be ashamed of themselves,-0.7579,-1.0
625 great professionalism,0.6249,0.8
i am loving the maga meltdown in the comments thanks fox for posting this gem,0.7783,0.4
the judge is a nut letitia is a nut there is no way this will stand,-0.296,0.0
letitia james should be in jail shes a liar and should lose her job unfit to be in office,-0.7184,-0.1
lmao why anyone lives in the tyrannical states of america is beyond me i can see why you all are ranked 17th on the freedom index,0.8442,0.6
theives,0.0,0.0
dont be a con an pay your taxes,-0.1027,0.0
the biggest lack of due process i have ever seen,-0.3182,-0.125
the judges are charging him extreme amounts to get him to drop outsupreme court needs to start reviewing these casestoo much politics in his cases,-0.2732,0.037500000000000006
i just cant take all this whining lol,0.1717,0.8
that ok when he becomes president he just wont do any government business for new york aka new woke,0.296,0.25757575757575757
only in new york or california,0.0,0.06818181818181818
trump is violent and evil and criminal he is not good for our country and europe no trump,-0.946,-0.6375000000000001
ouch trump must be getting really tired of winning,0.1206,0.04999999999999999
extortion,0.0,0.0
there is nothing in this country uglier than the democratic party including any democrat,-0.128,0.0
election interference,0.0,0.0
time to start a go fund me page,0.0,0.0
pure corrupt politics leveled by corrupt democrats,0.0,-0.2619047619047619
no one is above the law not even a cow like msjames,-0.5122,-0.06666666666666667
all businesses better move from new york they will be sued for anything,0.4404,0.3181818181818182
we love trump,0.6369,0.5
im a life long democrat and im on line now switching myself to republican been thinking about this for several years ill not be any party to bulling,-0.6197,-0.18333333333333335
thats the art of the deal,0.0,0.0
looks awful crooked to me,-0.4588,-0.5
why only stopped at million why not trillion country is going down the hell whole,-0.7579,0.014814814814814808
the verdict was in before the trial started what a travesty this is not a judge but another political hack,-0.2617,0.0
this whole thing was rigged,-0.3612,0.2
trumps paying for some of the migrants expenses,0.0,0.0
suprise live from ny did you expect anything less what a comedy show,0.3008,-0.015151515151515152
foxs dominion settlement of 787 million shows lies have consequences how can anybody have trust in fox as a news source,0.128,0.0
the judge is corrupt too,0.0,-0.5
this is comistes f you jb d leticia james is trash,0.0,0.0
thats okay when trumps in office theyre all going to prison,-0.34,0.5
i hope when it all comes to light and it will president trump can sue all who have attacked him remove the two tier justice system,0.5106,0.4
enough,0.0,0.0
the only criminals are the left wing da and judges,-0.5719,0.0
donny hires the best people especially attorneys based on looks,0.6369,0.5
we all knew that this jerk judge would do this because he is a democrat and his wife hates trump as well letitia james needs to be brought to court as well i hope everyone donates to his lawyer fees and losses cant wait until he is president and has these corrupt da and judges removed from office,-0.3071,-0.5
judge said guilty before trial is that not against the law,-0.4215,-0.5
