comment,sentiment_vader,cluster
i love the outrage it displays total ignorance of the legal process and is in keeping with the uneducated maga rabble all people previously hurt by con man trump are popping champagne corks citizen trump is a total loser,-0.6908,2
when are people going to stop making excuses for trump at one point when do the 91 felony counts start to add up trump is not who you think he is,-0.6908,2
trump lost again loser,-0.6908,2
what is happening in america run by traitors and crooks and greedy basds sickening,-0.6908,2
we live in a third world banana republic this is unbelievable how trump was fined 355mil when there were no victims all because the deep state is politically threatened by him as a political rival dont ever tell me we live in a democracy ever,-0.6908,2
how come no one was saying the system is rigged when he won the people voted for trump and he became president no one said the system was rigged only after he lost everything is suddenly rigged and everyone is after him lol,-0.6908,2
i got admit i hate trump so this feels good hopefully trump will get more and more guilty verdicts in his criminal trials it would be so much fun to see trump go to prison a financially broke traitor,-0.6943,2
i owned my own business for years i borrowed money from banks for my business and every year the banks would send out a rep to come see my business all the collateral i used for the loan there was no way for me to defraud the bank if trump has really defrauded these banks shame on these lending institutions for not doing their jovs insuring the business still existed the collateral was still viable this witch hunt against trump is getting dangerous and if all these people in power here succeed they will come after us next i pray everyday that this nation comes back to its senses,-0.698,2
trump has been a crook forever long before he decided to enter politics the chickens have finally come home to roost bobby bouche trump has now opted against appealing civil immunity claim in jan 6 lawsuits to supreme court go james go jack go willis go bragg go america accountability at last criminals must pay 450 million 5 million 83 million pay up magats evangelicals rnc exactly what you get for backing a confessed criminal hes going after the rncs money next watch and see con men always have their next mark set up,-0.7003,2
just think of president trump was actually guilty firing squad tar and feather keel hauled spanking by stormy daniels what a freaking joke man,-0.7003,2
on all other accounts viewed the amount trump has been ordered to pay id 355 million your 364millon stands alone im saddened it was not more,-0.7003,2
trump dumpster fire hes a waste of time really,-0.7003,2
they show no respect to the former greatest president in my life time the doj and fbi and the cia have all violated trumps constitutional rights and are guilty of treason and sedition,-0.7003,2
you maga morons will be paying for that crime too keep donating traitor trumpy needs your money,-0.7003,2
it couldnt happen to a bigger moron art of the deal indeed dump trump 2024,-0.7003,2
bwahahahahahha i wonder if trump is sick of losing yet,-0.7096,2
trump is a criminal his followers are gullible,-0.7096,2
boy you guys are pissing american people off cant make the money on your own so you have to steal from trump,-0.7096,2
heres something to ponder while trump is permitted to use supporter donations to pay for his attorney fees the law will not permit him to use those donations to pay penalties such as those announced today trump will be required to come up with 354 million or he will not be permitted to appeal the case keep in mind he recently lost the e jean carroll case in which he must pay 83 million for insisting on harassing that woman,-0.7096,2
raper don owes 364 million more than he did yesterday heres one way to visualize the size of that punishment lets say don raper pays in 100 bills if those 100 bills are laid end to end thats 1860000 feet aka 352 miles of 100 bills magaverse consider the above when deciding how much of your hardearned funds to give him if you truly love don the fingerman each maga should donate a football fieldss length in 100 bills do it you know you should,-0.7096,2
maybe thats why putin wants biden for president no one in the world will listen to these two criminals the world will only listen to biden,-0.7096,2
we all know trump is a crook and rapist so you get what you reap,-0.7096,2
i hope that after he is elected the crime problems from sanctuary city policies leads to an emergency where they request federal aid and he tells them he cant do business in ny,-0.7096,2
the future of america is not good democrats dont realize that they will also suffer under fascism,-0.7101,2
going after president trump is bad enough now they are going after his kids not good remember new york you wanted this what goes around comes around trump 2024,-0.7101,2
trump is guilty face facts magats you all worship a conman trumps a criminal trumps a rapist the magats are so proud of that fact,-0.7103,2
again fox doesnt have the balls to bring up how joe and this corrupt administration got into the white house 81 million votes the election was rigged are rigged if election entirety isnt fixed we will get the same results network news is propaganda,-0.7184,2
hell nah these idiots cannot take trumps money trump is a professional business man,-0.7184,2
i wonder how many indictments theyll draw up before they double jeopardy this is insane the government slimes are just hacking him down and their still gonna lose in november i dont see how people see this and think hes being treated fairly the democraticsocialist party has gone off the rails the whole government is compromised i bet the continental congress is rolling in their graves right now unreal this is not how they envisioned our government i guarantee that,-0.7184,2
this is a waste of money america is falling apart joe biden needs serious help and the white house is ignoring his mental health smh,-0.7184,2
attacking trump they are attacking us,-0.7184,2
this is what happens when incompetent people are elected that are prejudiced against president trump,-0.7184,2
brought in blue counties said fleischer the shill brought in the most natural of jurisdictions because thats where the fraudulent or violent acts by trump took place new york city washington dc florida atlanta where else would they have the trials if trump would have called for national unity during covid he would have won reelection easily if trump would have conceded the election he would have few problems now its all because of trumps unlawful or criminal actions in short hes an insane fool who repeatedly shot himself in the foot otherwise trump would have a very very pleasant retirement,-0.7215,2
didnt he say all he does is win all he does is lose in every way possible hes literally the biggest loser on earth i hope he knows that hes a joke and the world is laughing at him hes nothing but an obese painted feeble embarrassment he has no friends no real respect soon no freedom and when hes dead and gone he will have a legacy of being nothing but a bad joke punchline i feel bad for those he has been able to fool if i voted for trump id be so embarrassed and ashamed id never leave my house,-0.7257,2
how can anybody trust trump in the white house when hell have motivation to cheat and steal because of his finances trump will sell himself to the highest bidder if he gets into the white house,-0.7269,2
trump is a criminal for 40 years and still his sheeps believe every nonsense from that dude,-0.7269,2
the democrats are so afraid of donald trump that theyre willing to lose this country just to spite him,-0.7269,2
traitor trash trump is going broke and to prison soon,-0.7269,2
whats freaking idiot and he was a president,-0.7269,2
no by lowering his values he would pay less taxes you jerks it thief,-0.73,2
please leave our country trump america absolutely hates you you stole from the good people of new york to put in a gold escalator and pay for your wifes wardrobe what a loser america hates the trumps,-0.734,2
their going to try and steal the election again more at stake this time around thats why their so desperate,-0.7344,2
so unfair according to eric trump his father built the ny city skyline ill have to think about thatnope,-0.7346,2
nobody whos a trump supporter will abandon him for a criminal offense because we all know its all made up,-0.7351,2
and the cult fools want this idiot to be president again,-0.7351,2
this isnt civil this is an attack this is a attack on our future president,-0.7351,2
i thought trump would be tired of winningmore like he is tired of spending out millions to lost lawsuits,-0.7351,2
if he cant campaign in ny so what he wasnt going to win anywayhe keeps the money he would have wasted there so he made money in that aspect anywaythe thing is thoughthe dems will start to use that tactic in state and local campaigns and they have control over those judicial systemslock stock and barrel,-0.7409,2
fox news is not helping trump fox news keeps losing for trump the rnc should maybe ask fox news to stop trying to help trump and to start helping biden now if they want biden to lose,-0.7412,2
91 indictments and just 1 sends him to prison for at keast 57 years hes gonna die in prison eating ramane noodles and i love it,-0.743,2
law and order stinky trump is not above the law he keep losing thats humiliating at its finest,-0.743,2
355 million is chump change for a guy who can scam magas with nfts trumpie bears and all of his crap,-0.743,2
trump is an idiot and he got he deserved while maga crumbles with each defeat bidenharris 2024,-0.743,2
reality check fox freaks just like diaper don the cult con your all full of bs 91 felony indictments later and you still kiss the cult ring of your loser boy donny wake up maga muffins your orange emperor has no brains sagging diaper along with no new york is gonna have whatever little you really haveand your trump tower mr billionaire,-0.7506,2
there were no charges against him before he became president this is all fake news,-0.7506,2
what is the difference between putin and biden putin took down the man running for his office and biden is trying to take trump down people wake up putin acted on jo bidens mouth that started the ukraine war and biden wants trump dead and is meeting with fanni about trump case jo biden putin much like brothers other than putin speaks with authority biden is a thug,-0.7506,2
if trump manages to overcome the mass cheating they will regret their actions as trump will go after them with a vengence,-0.7506,2
ya gotta know that an idiot as stupid as trump didnt come by his wealth honestly it was either handed to him by daddy or or lied and cheated to get it,-0.7506,2
i have news for these people new york is turning republican and quick this is a unfair and unjust decision and if i were him id shut down everything,-0.7506,2
trump is guilty as sin,-0.7506,2
stupid money they are only trying to bankrupt him that is the absolutely only thing they are doing ridiculous do like everyone else dont pay it or pay it only in penniesone per day,-0.7512,2
this is just more of the ridiculous get trump show the people need to say no to democrats abusing our legal system to shut down political opposition,-0.7553,2
everyone saw this ridiculous outcome coming the democratic parties weaponized doj and justive system has been attacking president trump from every angle this case is so asinine because theres no victim other than president trump,-0.7561,2
trump refusing to pay his bills will anybody standby him in his distress he can always count on putin,-0.7579,2
trumps entire criminal defense strategy can be summed up like the movie dodgeball deny delay deflect denigrate deny,-0.7579,2
im ashamed to he an american at this point servies this country from 1995_1999 i never would have dreamed this would be the way things would turn out wth,-0.7579,2
just stopped by fox to see the reactions from trumps fans maga consistently displays their inability to face reality send the fool more cash the billionaire needs your welfare,-0.7579,2
trump neexs to read federal law books himself 18 usc 1984 wake up they are playing war games trump is thrwing cotton balls at nuke legal war,-0.7579,2
she did her job she took down the criminal donald trump quit lying fox news if you didnt pay your taxes you would go to jail,-0.7582,2
how dare new york not let rich white men get away with fudging their business financials and cheating on their taxes tyranny,-0.7596,2
damm they want trump to lose this bad,-0.7597,2
this is so so wrong not fair enough for trump,-0.7625,2
trump 2024 never ever allow democrats to rule america they are all crooks and fakes they are what is wrong in america today,-0.7626,2
this is now about to expose the downfall of the republican party donald placed his daughter inlaw in charge of rnc pursestrings and has vowed to divert all funds to donald j trumps legal funds this starving every campaign across america that adds up to mass losses for republicans sef destruction,-0.765,2
conman traitor and documented liar donald trump is the biggest failure in american history,-0.765,2
wheres fox news coverage of the fbi informant thats been charged for lying about biden you know the smoking gun guy that started the whole case for bidens impeachment,-0.765,2
im 55 and have never voted in a presidential election this year will be my first my vote will be for donald trump this man is the only threat to the hopelessly corrupt government i have seen in my adult lifeim on board,-0.765,2
these people are sick they just money for their pockets wait until trump gets in office these people are sick and need to be put in jail,-0.765,2
at this point i just see trump as a pathetic fool im not voting for anyone in the upcoming presidential election,-0.765,2
this is democrats stealing trumps money as far as im concerned bunc of dirty thiefs,-0.765,2
a lot of the dumbest people in america have plenty of money including russian leaders to contribute to his campaign running for votes to keep him from prison,-0.765,2
trump will never win the election he cannot and will bot get independents and suburban woman good luck on your dead horse the idiot base loves this stuff educated americans understand that fox just lies and lies and doesnt fall for this bs,-0.7699,2
what a joke thanks for reinforcing and firing up his base again citizens can see through all this targeting a mile away putin poisons his challengers biden jails and bankrupt his opponents dont see the difference between putin and biden at all neither cares about their citizens or human life,-0.7704,2
is this supposed to distract us from his rapes and insurrection,-0.7717,2
trump family is a thieves and liars,-0.7717,2
nobody is a bigger loser than dumb donny trump,-0.7717,2
every single one of these witch hunts designed to try to break trump financially joe biden and the scumbag crooked democrats thats exactly what theyre trying to do in old hillarys behind it also,-0.7717,2
fox is a fckn disgrace defending this fraudster and sexual deviant,-0.7717,2
stop making excuses trump wannabees he lives by his own rules lies and intimidates he is a thug nobody created thisor gets blame other than trump himself,-0.7717,2
democratic machine trying to eviscerate trump for money health energy they also want to ruin america so he gets worst economy,-0.7759,2
trump was a criminal before he ran cohen exposed his inflation of assets for loans and deflation for taxes it had to be pursued and he was inevitably exposed as a fraudster,-0.7783,2
evidently trump is a lying thief who got caught,-0.7783,2
maga is a cult for losers led by a loser,-0.7783,2
trump criminal family and and fox news lying,-0.7783,2
oh geewhat a surprise i mean this in a pro trump way this is proof that all the lies about nyc not loving successful businesses are not true nyc will gladly take your money anytime anyplace and anyway possible,-0.7814,2
trumpi would donate to a gofundtrump site this makes me sickabsolutely sick i am so angry,-0.7841,2
trump and fox are imploding right before our eyes trump loses in politics and in court over and over fox continues to back him even after shelling out 780 million to dominion because of their stolen election lies admitted to under oath by tucker and sean the biden impeachment boondoggle blows up in their face today and on and on youd think theyd learn,-0.7845,2
trump is a criminal fox news are the enemy of the people,-0.7845,2
oh stop it send him election money so he can pay the debt and crime he committed on your behalf while he is at it he will also pay his kids legal bills and his nowhere to be seen wifes fashion wardrobe you know the usual thing campaign money is used for,-0.7862,2
trump caused the depression dont you know you people are sick,-0.7906,2
what the hell is going on in america im in the uk and your country is crazy anyone can see they are going after trump,-0.7906,2
trump is just a nasty criminal,-0.7906,2
trump needs to get the hell out from new york this is crazy,-0.7906,2
watch out fraudster trump is gonna need to fund raise from his base cant buy groceries too bad trumpeter needs your money to keep his business afloat,-0.7906,2
seems to me that the 70 million people that voted for trump would be more than willing to chip in 5 each to pay the fine hell ill chip in 20,-0.7906,2
thats half of what fox news was ordered to pay for lying to you about the election being stolen,-0.7906,2
the only thing that could stop trump is to stop him the way kennedy has been and we all know that democrats are going to do anything to stop trump they are crazy,-0.7906,2
this is his money you theives are trying to break him he has worked all his life i wouldnt pay what did he do what did his kids do its his shame on what their doing no matter who you are this is wrong,-0.7908,2
trump has done so much for new york its truly sad that these people are so envious and cruel,-0.7909,2
what a witch hunt all because the left hate trump biden and his administration are destroying america and nothing is done to them corruption is all we have in the democrat party the fbi government judges,-0.7964,2
_trump what a pathetic loser and grifter_,-0.7964,2
why do they hate this man he is the excentinal threat to the deep state,-0.7964,2
i see the billionaire is already fund raising i mean begging for money from the poor delusional fools who would never cheat on their taxes or falsify a loan application why pay his legal bills for something you or i would never do keep your money in the bank and let trump pay for his own crimes,-0.7975,2
couldnt happen to a nicer more corrupt man the blindsided republicans will likely pay it for him they are so stupid,-0.8005,2
since biden cant get any money for funding ukraine war so he hired this witch making trump to pay it,-0.8006,2
trump cheated the people of new york thats who gets it just like on january sixth when he tried to stop the electoral votes from being counted he tried to cheat miions of americans out of their votes in georgia he tried to pressure a republican state attorney general to change tthe vote count they have him on tape with several people listening in on the phone call jesus do your own fact checking,-0.802,2
broke donnie has something in common with fox admitted fake news they owe millions for their lies,-0.8074,2
lie cheat and steal whatever it takes to take down president trump now since they opened these doors obama clinton bush and that crook thats in the whitehouse now can be held liable for any trumped up charges that can be produced,-0.8074,2
new york continues to prove on a daily basis what a rotting demonic woke hellhole its become with its mindset and complete idiocy of tds the hate is unimaginable very hard to feel sorry for individuals who dont want better lives for themselves trump 2024,-0.8085,2
all of these people that have brought all of these bogus charges on donald trump i wouldnt want to be any of them if trump is elected president because pay back is hell,-0.8086,2
another setup scam by those dishonest democrats trump2024,-0.8126,2
you sure dont hear much noise about impeaching president biden anymore after the gops star witness was arrested for lying to the fbi this network mentioned that informant over 300 times where is the apology for lying to you yet again remember dominion,-0.8126,2
but what about hunters emails and hilarys lap dance from hell but but but obama wall the build brandon go lets,-0.8126,2
trump rudy and mike lindell all learned karma doesnt like when you try to steal elections with fake electors,-0.8131,2
all the people who are going after trump are money hungry there dirty people i find this to be beyond disgusting not only should he not have to pay they should be made to pay him a corrupt politician party we have so much evidence on obama hillary and joe biden of all there criminal activities we can add bush to this i believe are this is criminal activity from are government corruption trump is not guilty,-0.8164,2
you all funny fans he gets convicted for insurrection for diffamation and much more but you are still willing to have him govern your country you have no moral compass hed grab your sisters p you would still give him his money to pay his lawyers thats all pathetic,-0.8176,2
this is an excellent example of how corrupt your elite universities are just imagine studying at a us law school for 6 years plus and come out still incompetent to pass sound judgement but it makes sense when you look at your current president the senile biden the us is wrotten from the top down its only your arrogance lies and deception that prolongs your existense as a leader you are no longer the leader of the free world biden cant even put one sentence together how on earth can he be the commander in chief look in the mirror,-0.8201,2
i dont like trump this is so blatantly bias were i a colonial id vote for him twice appeal aside from california i dont see any other state suffering this sell as many ny businesses hotels etc as possible id be vindictive as possible hell its probably a good idea financially anyway,-0.8219,2
her comments are shocking really come on now how many shocking comments has donald trump made against others in office but now you want to talk about shocking comments stop it,-0.8225,2
really shocking how political this appears to be nothing more shocking than the fox outright lies and how bad education system is so that many believe outright fabrication eg it was trump that valued mar a lago at 18m to escape taxes and him who insisted it wasnt and couldnt be a residential development do fox lie about the time date too,-0.8265,2
great news for america he is a crook and i wish his stinky but could be jailed for stealing from the people of new york grifter,-0.8271,2
trump get the hell out of that ny leftist cesspool close everything there and go to a sane place like fl wow such leftist evil bastards who need to sweep their own front porch plenty of corruption there,-0.8271,2
biden opened the border and let in millions of illegal immigrants and thousands of terrorists also got caught laundering millions of dollars lets talk about that,-0.8271,2
good for donald trump fu donald you felon rapist,-0.8271,2
but hes a rapist dont you woman have daughters,-0.8338,2
oh no not like when he takes office hell purge the politicized offices and get all of this removed,-0.8364,2
im surprised fox is even covering this must hurt to take a break from spewing the same bull about the fake biden impeachment circus trump is a proven loser,-0.8402,2
they wont get a cent they just want this to run on helping biden the law school that engoron graduated from should distance themselves from him this just screams stupidity as you have no victim so trump should move all of his businesses out of ny and deprive them of their tax revenue,-0.8402,2
he is a con artist and rappist its a disgrace to even think of having him for president the president represents america and we are not a nation of con artist or rapist or are we,-0.8442,2
if anyone gives false statements to banks and the bank lends them money and the money is insured by federal government thats a federal crime fox needs to stop lying to there viewers were do you think they got the evidence against trump banks numbers dont lie,-0.8442,2
that is so idiotic and this proves democrats are the enemy,-0.8449,2
i thought the left hated trump why are they trying to get reelected so badly,-0.8478,2
no matter how much money the fraudulent phony fascist has to pay its not going to save democracy only holding him accountable by putting him in jail will ensure that we remain a democracy before its too late and we wont have any say in the matter,-0.8492,2
the amount of lies that come out donald trumps mouth have fact checkers working around the clock hes a pathological liar and his downfall is here since trump republicans have lost every significant election and they will continue to lose donalds time is up,-0.8519,2
ya trumps a criminal and a rapist and a traitor,-0.8519,2
fox news is shameful and needs to grow a spine chump is guilty because of his actions so deal with it losers,-0.8555,2
thisnis all a scam to stop trump from demolishing the deep state if you are an american and cant see this i feel horrible for you,-0.8555,2
i dont even like trump but ill send him money and would crawl through a field of broken glass and rattle snakes to vote for him,-0.8557,2
trump supporters are so dumb they dont know fox and trump is lying to them this the 800 million fox loss and all trump losses maga not tired of winning yet,-0.8578,2
this is just another we got him this time moment if the democrat corruption isnt obvious by now then you are blind if he had never mentioned running for president i doubt any of these charges would have been filed against him their goal is to bankrupt him and keep him out of the white house funny ive not heard one republican complain about his business practices,-0.8591,2
this is only solidifying the importance of getting trump back in office the democrat party has no shame anymore and doesnt care if we see the crooked political persecution and targeting of their opponents this is not america we have become something im ashamed of worse than a banana republic we need to rally behind the peoples choice and remind the left that there are many more of us than them what a disgusting party and people,-0.8634,2
so he is a fraudster and a rapist,-0.8646,2
theyre expecting trump to paid new york for these illegal migrates for the democrats party something wrong here and corruption to the core talk about desperation and they know they will lose the election biden administration out president trump 2024,-0.8658,2
my question is will biden be sued and tried when he is out of office this is disgusting and the republicans need to start fighting fire with fire,-0.8658,2
ha ha pay the money sons by taking money from then poor so pay now immediately wow foxyour informant to you fox was a liar and is now arrested for lying on president biden fox host areajoke republicians democratics and independents and young seasoned and elderly ppl now you know republicans ppl watching you host on fox look so stupid wow you said this man was hoingbto bring them biden downyour down in my opinion neo sad,-0.8679,2
look the rapist trump ex president is a billionaire right he should be fine unless he has lied about that too sad,-0.8689,2
its just disgusting to see how the news is so giddy about this so giddy about how corrupt our politics are today this man has been in business for over 50 years and now hes found fraudulent disgoes to show you whoever holds the galval a power isnt charge of everybody even law even though its corrupt law,-0.87,2
seriously how pissed off is melania right now watching her buffoon husband who cant keep his mouth shut or fly straight lose all the money she married him for even his kids are 8 million lighter now sucks to be a trump on a normal day but today is real bad,-0.8705,2
oh pleasestop with hes a victim nonsense and that theres some deep state crap going on if that were remotely true this would happen every election cycleend of story hes a criminal and the justice system punishes criminalsend of debate nowlets see all you keyboard cowboys show your true colors and let the hate begincause ya know ya just cant help yourselvescan you ohand before the lefty this or liberal that crapola starts flyingim a registered independent p,-0.8707,2
we are not afraid or scared of the disgusting deep state but just furious we will continue to fight with our only president trump,-0.8734,2
this is an outrage im sorry president trump for these false attacks whole the niden crime family go free im sick of it,-0.875,2
trumps a criminal and you know it youre making fools out of you selves sitting there and lying for him,-0.875,2
these bubble heads to include ari fliescher neglect the fact that trump took the 5th over 400 times and one of his idiot sons eric took the 5th over 600 times no wonder faux news got sued for repeating the stolen election lies these people need to do the american people justice and locate a candidate thats not a crook,-0.8779,2
these people are sick they all need to be impeached this is obviously punishing him for running sick fs,-0.8807,2
no president has been attacked more that trump who is leading the polls go figure his attackers are desperate,-0.8807,2
president trump move all of your business out of new york you have texas or florida l think the people that keep doing this this is what l think if a man loses his soul what has he gained these people dont have a soul l would not be in their shoes for their socks hell is come for them they dont have to die hell is coming to get them gods word goes on and on just watch this is a bad ungodly thing,-0.8821,2
what look this has to stop all you democrats and all you rich people need to stop playing with this stop supporting this wicked liberal democrat party if they can do something this vile and evil should be a clear understanding of what these democrats are its about power and control theyre the worst if they can continue to do this to an ex president and front runner of the republican party in our face then who are we were nothing to these elites funding these deceitful democrats and prosecutors its past time to wake up stop supporting these tyrants,-0.8827,2
trumpublicans will get very violent if their supreme leader loses in 2024 thats what dumb duped and deadly cult victims do,-0.8832,2
why fox news defending a draft dodging racist rapist bonkers,-0.8834,2
hes always guilty but the clintons obama and the biden family is never guilty the democrats just want to ruin him,-0.8847,2
trump broke the law he pays the consequences its ridiculous that fox news still normalises his behaviour if this had been biden the outrage from the right would have been so much bigger it doesnt matter if banks didnt come forward the lies that fox spreads is out of control,-0.8879,2
everyone loves a loser sadly a large number of the us voters will still insist on voting for him sad sad sad,-0.8885,2
even people who are not trump supporters can see the injustice of what is being done to him and therefore will vote in his favor biden and his family are criminals traitors and liars,-0.8887,2
what a surprise that fox sides with the criminal rapist i am so so shocked,-0.8895,2
this is insane no one was damaged no one directly involved even complained this was a personal attempt to financially break the trump family and corporations,-0.8934,2
really fox keep pumping out the lies for the liar trump pathetic american sees your ultra right wing propaganda for what it is bull,-0.8957,2
many times fox news talked about james comers informant on biden that fake informant was arrested informant had made up all the fake details fox news lied to all viewers,-0.8979,2
im sure the people who bought in the trump tower in chicago the people that went bankrupt because he refused to pay them for their services and the people who ended up bankrupt because of his own seven bankrupt companies are cheering and dancing in the streets even fox got stuck paying 78000000000 last year playing in the defamation game with him and more losses to come,-0.8999,2
this is bs latita is evil and just doesnt like trump and has been going after him almost like a vendetta a personal matter a major case of injustice has been performed today,-0.9046,2
here we go again if you cant beat him at the polls do whatever you can to mess up his chances to become president again and also get as much money as you can leticia james youre a pathetic sl sort out the crime in that liberal shihole which is nyc what a loser she is trump 2024100,-0.9062,2
folks in case you have not heard the cat is out of the bag obama the clintons comey brennan and all the rest are antiamerican communist pieces of sht demtards stop with all of your bullsht you see demtards we have this thing now its called the internet so now we know that you are all criminal lying pieces of stinking sht,-0.9081,2
look at all the boo whoos for the twice impeached 4 time indicted criminal rapist cry me a billion dollar river,-0.9081,2
its pretty shocking behavior from someone that wants to be president what he vomits into the media for years now lying insulting disrespecting any democratic institutions spreading hate pissing of allies,-0.91,2
i feel very good about this he knew he was wrongi was gonna vote for him but ill be voting for a fraudulent criminal,-0.9101,2
democrats say that trump gets in there hell attack them and overthrow the government but its a democrats that are doing just that now with lies and fake cases,-0.9136,2
disgusting gold digger they 547 are so afraid of him meanwhile we have an incompetent imposter pretending to be president in the white house destroying our usa and compromised up the yim yam 31 million dollars from china into the biden pockets our enemies china 50 of the invaders at the border are chinese military aged men,-0.9169,2
trump put his city first he could have moved away and lived the easy life but he invested in his city and country its shameful how much these haters want this country to fail,-0.9178,2
maga suckers will pay this 350million judgment then complain they cant feel the great economy fdt trump crime family,-0.9185,2
trump is a big cheater pay up rapist cheater to all gop be ready to pay for trumps liabilities,-0.9186,2
trump lost trump lost trump the loser what goes around comes around suck it up sad people,-0.9186,2
all the maga cultists are flooding the comments and crying about a victimless crime without caring that hes been ripping off ny for over 50 years and 6 bankruptcies that destroyed lives businesses and stolen millions from thousands of contractors and employees all while he laundered money through shell companies and sat on a golden toilet how long do you think it will be before he files for a 7th bankruptcy and plays the same game,-0.919,2
trump a pathological liar inventing fantasy has now had his pants pulled down only question why did this take so long 6 times bankrupt after being handed a huge fortune to begin with serial infidelity throws every single person that ever supported him under the bus a very low quality man with no morals no depth of character dishonest to the core narcissistic to the extreme just a loud brash mouth barely style over substance,-0.9195,2
its all so shocking we didnt know he was a fraudulent fool its shocking,-0.9199,2
unfortunately i have to say the same to trump if you have any connections to that dumpster fire ny city i have no tears for you dont live there or even visit that garbage pile let that city rot in hell,-0.9201,2
i dont think anything other than a civil war can be a result of the lefts total insanity the media has lied about this man over and over and over every single day for years now the amount of propaganda that the left has swallowed has reached critical mass,-0.9201,2
if hes running a business enterprise with questionable practices republican or dem he should pay sad that were expecting him to run a country with the same mindset he cant be innocent after this many losses in court we should all stop being gullible trump aint the gop,-0.9207,2
so all of you cult members think trump shouldnt be held accountable but the people who hold him accountable should go to jail you people need help please dont sue the man who rapes and cheats and lies and steal,-0.9253,2
its a illegal ruling and shows how corrupt the democrats are anything to stop our real president from taking his rightful place bidens corruptionhow do the voters not see this its total corruption and our current idiot is killing off,-0.926,2
trump doesnt make it through the weekend with a flood of tears and some very very stupid social media posts this is the second loss in a string of losses trump brought on himself theres already over 1300 with a federal police record for trump he doesnt care about you or america trump would not have ordered mike johnson to leave the border open until 2025 if he cared republicans are lying about the toughest immigration reform bill theyre ever going to get,-0.9274,2
finally revealing those fake actions he is not a good model for next generation we are also tired of those fake blode women from fox network all look same and fake,-0.9275,2
the history books will not be kind to the trump legacy including foxs misrepresentation of a carrier criminal trumps mara lago is not a home and cannot be valued as such more lies,-0.9284,2
trump obviously orchestrated this whole impeach biden scam it has his fingerprints all over it it failed miserably just like trump has failed miserably,-0.9325,2
this is all politically motivated there doing everything but god is watching everything that the wicked is doing to president the wicked you have yo wait what god is preparing for you especially ms james its bbecause you dont like the former president you persecute him so bad remember god,-0.9355,2
all of these treasonous traitors have all been exposed including all of the wicked and corrupt evil things they are doing to the people who dont support the godless incompetent invalid that was put in the white house because he couldnt find his own way there god laughs at the wicked because he knows their day is coming and as for the rest of the liars who lie just like their father the father of lies they have also been exposed and destroyed by the power of the blood of our savior jesus christ hallelujah just watch god work in real time in jesus name we pray,-0.9438,2
poor trump has to pay for nyc migrant crisis very unfair since he did not contribute to this crisis he was against open borders,-0.9441,2
please anyone explain why you think trump is a good choice to run america hes a known serial liar convicted rapist barred from running his own companies in ny he defrauded contractors trump university students hes a racist been arrested 4 times has been deemed the worst president in us history etc etc,-0.9451,2
youve got to be kidding me fox news is still trying to spend this as if trump is innocent come on teflon don broke the law this is sad people seriously are willing to excuse him for committing crime if it was biden ya would be chanting lock him up come back to reality the man is guilty a crook a criminal and a liar,-0.9451,2
trump is violent and evil and criminal he is not good for our country and europe no trump,-0.946,2
any candidate running on hate agendas should immediately be disqualified and never be allowed to run for any office this is ridiculous and the biggest example of election interference of all there was no crime latisha james should be behind bars she should lose her license and be reported to the bar for revocation trump 2024,-0.9468,2
lmfao haha but you know stupid people will still donate to the rapist fund to pay his criminal fees,-0.9468,2
donald trump is a criminal he has been a criminal all his life keep crying maga this is just the beginning for the career criminal trump will be a criminal defendant for the rest of his life,-0.9493,2
finallythe lying trump is paying for his crimes and the great lying witness that his been arrested for lying to the fbi about biden and hunterfox has gone silent the garbage republicans are voting for a tax fraudster and rapist for president soon we will find out he took campaign money to pay off stormy daniels the chosen onelol what a joke,-0.9501,2
this is bs the abuse they have done to president trump is a crime and should be delt with i hate everything the left stands for because they are lying greedy grifters trump 2024,-0.9524,2
trumpers send money to your lying tax fraudster and rapist nowplease send more sucker donations the chosen one trump will send you a free ticket toheaven better yet a fake gold medallion wth his face on it lol suckers,-0.9538,2
only devil worshipers and people who hate what america stands for would vote for or defend the orange fuhrer so much evil in the us is absolutely devastating,-0.955,2
these ppl should be ashamed of themselves to treat an american president with so much disrespect its unacceptable and i think in this life or in the next they will be made to pay everyone that has a hand in this disgusting show its sickening im literally completely outerly going to vomit especially if i picture that weirdo looking poc judge such low class ppl total bs u ppl are destroying this great country of ours i feel thats your endgame though fu and the horse that latisha rode in on,-0.9572,2
not to pour salt on an open wound but you people are really going to be pissed about this james comers linchpin in the impeach joe biden fiasco alexander smirnoff indicted and arrested he admitted he lied about the information he put on the 1023 fbi form about hunter biden and joe biden getting money from ukraine said he had a grudge against biden,-0.9595,2
what new york democrats fail to comprehend is that business and banks look at this and see 3rd world despots they cant trust or deal with new york is going to lose money and business and new york is going to suffer a terrible depression,-0.9596,2
we need to pray for real and seriously for trump this is so sad the lies of this evil democrats are very disgusting new york judge is disgusting,-0.9598,2
trump is running on rounding up his opponents and sticking them in prison using the military to attack those who protest against him and youre worried about a district attorney promising to prosecute criminals hes always been a criminal he just had the money to fight it,-0.9601,2
trumpanzee university steaks wine casinos hotels vodka mortgage llc shuttle airlines all failures and now shoes loser loser loser also 2020 presidential loser and soon to be 2024 loser are you tired of winning donny,-0.9612,2
